session_id,customer_id,device_type,start_ts,duration_s,events_count,conv_flag
21735,1094,Android,2025-07-31 02:55:38.652040,548,47,0
21736,1094,Android,2025-06-12 07:55:38.652040,974,47,0
21737,1094,iOS,2025-06-04 14:55:38.652040,1362,34,0
21738,1094,iOS,2025-07-01 07:55:38.652040,1698,35,0
21739,1094,Android,2025-07-25 17:55:38.652040,896,30,0
21740,1094,Android,2025-07-26 14:55:38.652040,318,45,0
21741,1094,iOS,2025-08-05 00:55:38.652040,1755,28,1
21742,1094,Web,2025-07-06 09:55:38.652040,470,35,0
21743,1094,Web,2025-06-24 10:55:38.652040,1133,37,0
21744,1094,iOS,2025-05-22 04:55:38.652040,1591,49,1
21745,1094,Android,2025-07-21 20:55:38.652040,598,43,0
21746,1094,iOS,2025-08-01 04:55:38.652040,468,15,0
21747,1094,Web,2025-06-27 08:55:38.652040,63,19,0
21748,1094,Android,2025-07-13 12:55:38.652040,794,36,0
21749,1094,iOS,2025-06-29 17:55:38.652040,1173,26,0
21750,1094,Android,2025-07-21 13:55:38.652040,1367,20,0
21751,1094,Web,2025-08-01 22:55:38.652040,1498,42,0
21752,1094,iOS,2025-06-09 03:55:38.652040,1034,9,0
21753,1094,iOS,2025-08-01 07:55:38.652040,82,31,0
21754,1094,Android,2025-08-13 08:55:38.652040,815,42,0
21755,1094,iOS,2025-08-13 00:55:38.652040,71,31,0
21756,1094,Android,2025-05-19 12:55:38.652040,1414,26,0
21757,1094,iOS,2025-05-27 19:55:38.652040,1566,9,0
21758,1095,Web,2025-05-28 23:55:38.652040,181,21,0
21759,1095,Android,2025-06-12 23:55:38.652040,708,9,1
21760,1095,Android,2025-05-24 13:55:38.652040,441,42,0
21761,1095,iOS,2025-07-14 08:55:38.652040,809,40,0
21762,1095,Android,2025-07-22 19:55:38.652040,1369,6,0
21763,1095,Android,2025-06-13 22:55:38.652040,249,46,0
21764,1095,Android,2025-06-27 19:55:38.652040,593,15,0
21765,1095,Web,2025-06-23 05:55:38.652040,217,37,0
21766,1095,Android,2025-07-12 16:55:38.652040,1557,32,0
21767,1095,Web,2025-08-09 04:55:38.652040,393,43,0
21768,1095,iOS,2025-07-24 11:55:38.652040,311,31,0
21769,1095,iOS,2025-06-09 10:55:38.652040,200,6,1
21770,1095,iOS,2025-08-08 00:55:38.652040,528,33,1
21771,1096,Android,2025-06-19 17:55:38.652040,359,4,0
21772,1096,Android,2025-07-07 06:55:38.652040,38,13,0
21773,1096,Web,2025-07-29 14:55:38.652040,1659,34,0
21774,1096,iOS,2025-07-09 10:55:38.652040,1228,39,0
21775,1096,Web,2025-08-10 16:55:38.652040,579,11,0
21776,1096,Web,2025-07-04 16:55:38.652040,1350,22,1
21777,1096,iOS,2025-05-26 08:55:38.652040,428,17,1
21778,1096,Android,2025-07-05 18:55:38.652040,1285,5,1
21779,1096,iOS,2025-07-21 14:55:38.652040,1729,40,0
21780,1096,Android,2025-05-21 19:55:38.652040,243,27,0
21781,1096,Web,2025-07-06 09:55:38.652040,1483,28,0
21782,1096,iOS,2025-06-17 12:55:38.652040,136,31,0
21783,1096,Android,2025-06-27 08:55:38.652040,1485,43,0
21784,1096,Web,2025-07-06 08:55:38.652040,843,14,1
21785,1096,Web,2025-07-01 10:55:38.652040,108,24,0
21786,1096,Web,2025-05-19 12:55:38.652040,676,6,0
21787,1096,Android,2025-06-21 23:55:38.652040,404,45,0
21788,1096,iOS,2025-06-24 23:55:38.652040,1563,23,1
21789,1096,Web,2025-05-21 15:55:38.652040,1455,18,0
21790,1096,Web,2025-06-17 15:55:38.652040,642,4,1
21791,1096,Web,2025-07-20 15:55:38.652040,454,22,0
21792,1097,Android,2025-07-06 21:55:38.652040,1629,5,0
21793,1097,Android,2025-07-26 19:55:38.652040,612,41,0
21794,1097,iOS,2025-06-26 20:55:38.652040,1604,9,0
21795,1097,iOS,2025-05-26 22:55:38.652040,835,45,0
21796,1097,iOS,2025-07-07 08:55:38.652040,567,27,0
21797,1097,Android,2025-07-24 13:55:38.652040,617,49,0
21798,1097,Web,2025-05-22 22:55:38.652040,1168,47,0
21799,1097,iOS,2025-08-02 08:55:38.652040,447,16,0
21800,1097,Web,2025-05-21 11:55:38.652040,584,28,0
21801,1097,iOS,2025-07-17 18:55:38.652040,1241,15,1
21802,1097,Android,2025-08-09 16:55:38.652040,1752,4,1
21803,1097,Android,2025-06-20 01:55:38.652040,182,19,0
21804,1097,Android,2025-06-03 14:55:38.652040,735,39,0
21805,1097,Web,2025-06-25 16:55:38.652040,790,8,0
21806,1097,iOS,2025-08-03 09:55:38.652040,346,4,0
21807,1097,Web,2025-08-09 01:55:38.652040,1186,5,0
21808,1097,iOS,2025-08-08 17:55:38.652040,550,31,0
21809,1097,iOS,2025-06-29 14:55:38.652040,374,16,0
21810,1097,Web,2025-07-20 17:55:38.652040,1056,38,0
21811,1097,iOS,2025-08-03 05:55:38.652040,1160,28,0
21812,1098,iOS,2025-05-25 16:55:38.652040,1669,38,0
21813,1098,iOS,2025-07-24 00:55:38.652040,885,18,0
21814,1098,Web,2025-06-06 01:55:38.652040,1236,27,0
21815,1098,Web,2025-07-30 07:55:38.652040,280,3,0
21816,1098,Web,2025-08-01 09:55:38.652040,1208,40,0
21817,1098,iOS,2025-07-29 10:55:38.652040,1268,8,0
21818,1098,iOS,2025-06-18 03:55:38.652040,1119,25,0
21819,1098,Web,2025-06-23 14:55:38.652040,1043,35,0
21820,1098,iOS,2025-06-08 01:55:38.652040,627,35,0
21821,1098,Android,2025-08-08 08:55:38.652040,125,16,0
21822,1098,Android,2025-07-17 15:55:38.652040,573,8,0
21823,1098,Web,2025-06-21 02:55:38.652040,1006,38,0
21824,1098,Android,2025-06-01 06:55:38.652040,751,15,0
21825,1098,iOS,2025-06-08 05:55:38.652040,1466,32,1
21826,1098,Android,2025-07-12 09:55:38.652040,1105,17,0
21827,1098,Android,2025-06-18 01:55:38.652040,1054,42,0
21828,1098,Web,2025-06-20 09:55:38.652040,394,27,0
21829,1098,Web,2025-07-31 05:55:38.652040,916,41,0
21830,1098,Web,2025-05-30 02:55:38.652040,1624,34,0
21831,1098,Web,2025-06-24 05:55:38.652040,1059,13,1
21832,1098,Android,2025-07-07 20:55:38.652040,984,30,0
21833,1099,Android,2025-05-27 20:55:38.652040,896,43,0
21834,1099,Web,2025-07-02 14:55:38.652040,1011,24,0
21835,1099,Web,2025-08-11 08:55:38.652040,113,15,0
21836,1099,iOS,2025-07-09 15:55:38.652040,1688,18,0
21837,1099,Android,2025-08-03 16:55:38.652040,1131,4,1
21838,1099,iOS,2025-08-11 19:55:38.652040,1694,24,1
21839,1099,iOS,2025-07-18 14:55:38.652040,1407,47,0
21840,1099,Web,2025-08-03 07:55:38.652040,540,21,0
21841,1099,iOS,2025-06-20 04:55:38.652040,1410,41,1
21842,1099,Web,2025-07-20 00:55:38.652040,1232,43,0
21843,1099,Android,2025-07-02 19:55:38.652040,900,40,0
21844,1099,Web,2025-06-02 16:55:38.652040,230,4,0
21845,1099,Web,2025-07-13 18:55:38.652040,1454,9,0
21846,1099,Android,2025-07-30 07:55:38.652040,631,43,0
21847,1099,Web,2025-06-28 01:55:38.652040,1424,31,1
21848,1099,iOS,2025-05-23 03:55:38.652040,172,46,0
21849,1099,Android,2025-08-10 07:55:38.652040,1604,47,0
21850,1099,Web,2025-08-02 02:55:38.652040,1360,44,0
21851,1099,iOS,2025-06-11 18:55:38.652040,825,23,0
21852,1099,iOS,2025-07-26 07:55:38.652040,587,13,0
21853,1099,Web,2025-08-05 16:55:38.652040,1278,22,0
21854,1099,Android,2025-08-11 18:55:38.652040,340,18,0
21855,1099,iOS,2025-07-07 23:55:38.652040,1710,20,1
21856,1099,iOS,2025-05-24 02:55:38.652040,1517,32,1
21857,1099,Android,2025-07-19 12:55:38.652040,1084,13,0
21858,1099,iOS,2025-06-08 17:55:38.652040,1275,45,0
21859,1099,Web,2025-06-20 04:55:38.652040,538,37,0
21860,1099,Android,2025-06-28 20:55:38.652040,1704,36,1
21861,1099,Android,2025-08-12 11:55:38.652040,521,6,1
21862,1099,Web,2025-08-09 11:55:38.652040,933,6,0
21863,1099,Android,2025-06-16 00:55:38.652040,740,31,1
21864,1099,Android,2025-06-23 22:55:38.652040,509,31,0
21865,1100,Android,2025-08-08 22:55:38.652040,1064,33,0
21866,1100,Web,2025-08-01 01:55:38.652040,1034,3,1
21867,1100,Web,2025-07-13 06:55:38.652040,357,40,0
21868,1100,Android,2025-08-12 00:55:38.652040,1765,22,0
21869,1100,iOS,2025-07-18 11:55:38.652040,252,36,0
21870,1100,Web,2025-08-11 00:55:38.652040,1275,39,1
21871,1100,Web,2025-07-21 11:55:38.652040,36,4,0
21872,1100,iOS,2025-05-23 15:55:38.652040,459,25,0
21873,1100,iOS,2025-08-14 00:55:38.652040,284,33,0
21874,1100,iOS,2025-06-08 13:55:38.652040,614,11,1
21875,1100,iOS,2025-07-14 22:55:38.652040,392,17,1
21876,1100,Web,2025-06-17 21:55:38.652040,272,45,0
21877,1100,iOS,2025-06-04 09:55:38.652040,936,23,0
21878,1100,Web,2025-08-05 20:55:38.652040,358,7,0
21879,1100,iOS,2025-06-02 10:55:38.652040,1254,32,0
21880,1100,Web,2025-07-28 14:55:38.652040,357,35,0
21881,1100,iOS,2025-07-26 23:55:38.652040,561,16,1
21882,1100,iOS,2025-05-21 08:55:38.652040,1396,19,0
21883,1101,Android,2025-07-15 16:55:38.652040,216,44,0
21884,1101,iOS,2025-07-03 03:55:38.652040,1726,49,1
21885,1101,Android,2025-05-30 16:55:38.652040,480,30,0
21886,1101,iOS,2025-07-23 13:55:38.652040,1682,31,0
21887,1101,iOS,2025-06-07 02:55:38.652040,219,9,1
21888,1101,Web,2025-08-07 14:55:38.652040,196,26,1
21889,1101,Android,2025-07-01 16:55:38.652040,1067,20,0
21890,1101,Web,2025-06-14 04:55:38.652040,1319,21,0
21891,1101,Android,2025-08-12 08:55:38.652040,855,19,0
21892,1101,Web,2025-07-05 12:55:38.652040,116,27,0
21893,1101,iOS,2025-07-27 13:55:38.652040,574,43,0
21894,1101,iOS,2025-08-03 06:55:38.652040,428,28,0
21895,1101,iOS,2025-05-20 17:55:38.652040,787,19,0
21896,1101,Web,2025-08-03 14:55:38.652040,690,13,0
21897,1101,iOS,2025-06-10 08:55:38.652040,360,25,0
21898,1101,Android,2025-08-14 08:55:38.652040,1066,30,0
21899,1101,iOS,2025-05-28 00:55:38.652040,599,29,0
21900,1101,Web,2025-05-28 10:55:38.652040,956,49,0
21901,1101,iOS,2025-08-04 19:55:38.652040,1237,20,0
21902,1101,Android,2025-05-28 05:55:38.652040,834,11,0
21903,1101,Web,2025-06-20 00:55:38.652040,831,9,0
21904,1101,Web,2025-07-15 09:55:38.652040,855,37,0
21905,1102,Android,2025-06-26 11:55:38.652040,314,46,0
21906,1102,iOS,2025-06-02 19:55:38.652040,993,28,0
21907,1102,iOS,2025-07-21 11:55:38.652040,771,19,0
21908,1102,Android,2025-08-12 13:55:38.652040,67,35,0
21909,1102,iOS,2025-07-26 21:55:38.652040,1230,22,0
21910,1102,iOS,2025-06-11 07:55:38.652040,992,16,0
21911,1102,iOS,2025-06-05 01:55:38.652040,1727,39,0
21912,1102,Android,2025-06-27 15:55:38.652040,449,22,0
21913,1102,iOS,2025-07-25 11:55:38.652040,1160,48,0
21914,1102,Web,2025-06-03 06:55:38.652040,409,29,0
21915,1102,Web,2025-06-18 04:55:38.652040,1472,44,0
21916,1102,iOS,2025-06-26 08:55:38.652040,60,23,0
21917,1102,Android,2025-07-27 17:55:38.652040,103,29,0
21918,1102,Web,2025-06-03 20:55:38.652040,540,17,0
21919,1102,Android,2025-06-02 04:55:38.652040,1258,18,1
21920,1102,Web,2025-07-05 16:55:38.652040,647,47,0
21921,1102,Android,2025-08-09 02:55:38.652040,1609,43,0
21922,1102,iOS,2025-07-20 21:55:38.652040,186,4,0
21923,1102,iOS,2025-07-09 06:55:38.652040,808,12,0
21924,1102,iOS,2025-06-30 21:55:38.652040,1472,36,0
21925,1102,Android,2025-05-23 19:55:38.652040,1751,42,0
21926,1103,Web,2025-07-29 03:55:38.652040,1027,40,0
21927,1103,iOS,2025-05-24 04:55:38.652040,318,8,0
21928,1103,Android,2025-07-04 00:55:38.652040,700,37,0
21929,1103,iOS,2025-08-13 23:55:38.652040,1798,48,0
21930,1103,iOS,2025-06-13 07:55:38.652040,802,41,0
21931,1103,iOS,2025-08-06 21:55:38.652040,1649,34,1
21932,1103,Web,2025-06-08 02:55:38.652040,1752,29,0
21933,1103,iOS,2025-06-06 12:55:38.652040,1349,29,0
21934,1103,Web,2025-07-08 19:55:38.652040,453,8,0
21935,1103,Android,2025-06-07 05:55:38.652040,542,15,0
21936,1103,iOS,2025-07-15 19:55:38.652040,593,20,0
21937,1103,Android,2025-07-05 20:55:38.652040,807,38,1
21938,1103,Web,2025-08-09 10:55:38.652040,710,16,0
21939,1103,Web,2025-05-24 14:55:38.652040,871,48,0
21940,1103,Android,2025-06-08 02:55:38.652040,508,3,0
21941,1103,Android,2025-07-22 20:55:38.652040,125,22,0
21942,1103,Android,2025-07-28 02:55:38.652040,757,48,0
21943,1103,Android,2025-06-19 18:55:38.652040,142,17,0
21944,1103,iOS,2025-08-04 20:55:38.652040,1033,46,0
21945,1103,Web,2025-07-15 21:55:38.652040,693,25,0
21946,1103,Web,2025-06-07 15:55:38.652040,197,47,0
21947,1103,Android,2025-07-29 05:55:38.652040,233,35,0
21948,1104,Web,2025-06-02 16:55:38.652040,519,44,0
21949,1104,Android,2025-08-01 05:55:38.652040,340,47,0
21950,1104,iOS,2025-05-23 11:55:38.652040,632,43,0
21951,1104,Web,2025-06-13 20:55:38.652040,95,28,1
21952,1104,Android,2025-06-20 08:55:38.652040,621,43,1
21953,1104,Web,2025-06-06 17:55:38.652040,595,30,0
21954,1104,iOS,2025-06-12 13:55:38.652040,710,27,0
21955,1104,Android,2025-05-30 22:55:38.652040,1393,12,0
21956,1104,iOS,2025-07-11 13:55:38.652040,1352,32,0
21957,1104,iOS,2025-06-27 02:55:38.652040,1029,27,0
21958,1104,Web,2025-07-29 18:55:38.652040,255,12,1
21959,1104,Android,2025-06-11 08:55:38.652040,1386,11,1
21960,1104,Web,2025-06-26 16:55:38.652040,1150,7,1
21961,1104,iOS,2025-06-29 14:55:38.652040,588,22,0
21962,1104,Android,2025-07-16 15:55:38.652040,1553,41,0
21963,1104,Web,2025-07-28 18:55:38.652040,694,49,0
21964,1104,Android,2025-07-06 23:55:38.652040,1289,19,0
21965,1104,Web,2025-06-01 12:55:38.652040,556,12,1
21966,1104,Android,2025-08-03 01:55:38.652040,420,41,0
21967,1104,iOS,2025-07-13 17:55:38.652040,448,4,0
21968,1104,Android,2025-07-02 10:55:38.652040,1002,48,1
21969,1105,iOS,2025-07-23 04:55:38.652040,532,12,0
21970,1105,iOS,2025-06-23 13:55:38.652040,380,36,1
21971,1105,Web,2025-05-30 03:55:38.652040,1330,13,0
21972,1105,Android,2025-06-04 09:55:38.652040,165,31,0
21973,1105,Web,2025-05-21 12:55:38.652040,214,17,0
21974,1105,iOS,2025-07-18 10:55:38.652040,347,25,1
21975,1105,Android,2025-06-29 17:55:38.652040,1114,30,0
21976,1105,Web,2025-07-04 09:55:38.652040,629,17,0
21977,1105,iOS,2025-06-24 02:55:38.652040,164,5,0
21978,1105,iOS,2025-08-03 02:55:38.652040,1782,22,0
21979,1105,Android,2025-06-08 02:55:38.652040,636,18,0
21980,1105,Android,2025-08-09 00:55:38.652040,1518,41,0
21981,1105,Web,2025-06-15 05:55:38.652040,48,10,0
21982,1105,iOS,2025-07-07 09:55:38.652040,914,46,0
21983,1105,Web,2025-06-05 22:55:38.652040,227,3,0
21984,1105,Web,2025-05-21 17:55:38.652040,36,35,0
21985,1105,iOS,2025-07-29 15:55:38.652040,1158,8,0
21986,1106,Web,2025-06-02 00:55:38.652040,314,25,1
21987,1106,Web,2025-08-05 21:55:38.652040,423,3,0
21988,1106,Web,2025-05-19 19:55:38.652040,632,7,0
21989,1106,iOS,2025-07-02 10:55:38.652040,725,42,0
21990,1106,iOS,2025-07-30 06:55:38.652040,1561,7,0
21991,1106,Web,2025-05-26 14:55:38.652040,977,47,1
21992,1106,Android,2025-07-15 20:55:38.652040,1453,46,0
21993,1106,Android,2025-06-06 05:55:38.652040,524,7,0
21994,1106,iOS,2025-08-07 18:55:38.652040,853,22,0
21995,1106,Web,2025-06-03 14:55:38.652040,774,25,1
21996,1106,iOS,2025-07-08 23:55:38.652040,94,30,0
21997,1106,Android,2025-07-18 03:55:38.652040,616,18,0
21998,1106,iOS,2025-05-22 02:55:38.652040,269,36,0
21999,1106,iOS,2025-07-30 06:55:38.652040,1702,44,0
22000,1106,Web,2025-06-24 07:55:38.652040,124,46,0
22001,1106,Android,2025-06-30 02:55:38.652040,429,25,0
22002,1106,iOS,2025-06-09 07:55:38.652040,1736,15,0
22003,1106,Android,2025-07-05 06:55:38.652040,792,5,0
22004,1106,iOS,2025-08-11 09:55:38.652040,570,4,0
22005,1106,Android,2025-07-28 19:55:38.652040,947,10,1
22006,1106,iOS,2025-07-16 21:55:38.652040,532,17,1
22007,1107,Web,2025-08-07 20:55:38.652040,837,33,1
22008,1107,iOS,2025-08-05 14:55:38.652040,1394,9,0
22009,1107,iOS,2025-06-08 20:55:38.652040,255,26,0
22010,1107,Web,2025-06-24 07:55:38.652040,1690,15,0
22011,1107,iOS,2025-06-27 02:55:38.652040,1519,35,0
22012,1107,Web,2025-06-21 14:55:38.652040,573,9,0
22013,1107,iOS,2025-08-02 13:55:38.652040,788,34,0
22014,1107,Web,2025-06-08 22:55:38.652040,294,19,0
22015,1107,Web,2025-08-10 00:55:38.652040,919,26,0
22016,1107,Web,2025-07-13 06:55:38.652040,562,22,0
22017,1107,iOS,2025-06-17 21:55:38.652040,1245,3,0
22018,1107,Android,2025-05-26 15:55:38.652040,363,30,0
22019,1107,iOS,2025-07-27 23:55:38.652040,1678,42,0
22020,1107,Web,2025-07-24 05:55:38.652040,775,24,0
22021,1107,iOS,2025-06-25 14:55:38.652040,1692,32,0
22022,1107,Android,2025-07-07 01:55:38.652040,887,10,0
22023,1107,Android,2025-08-14 02:55:38.652040,879,21,0
22024,1108,iOS,2025-06-28 08:55:38.652040,346,17,0
22025,1108,Web,2025-06-21 05:55:38.652040,735,6,0
22026,1108,Android,2025-06-10 23:55:38.652040,184,12,0
22027,1108,iOS,2025-07-05 03:55:38.652040,1217,22,0
22028,1108,iOS,2025-08-01 09:55:38.652040,144,16,0
22029,1108,Web,2025-07-18 14:55:38.652040,318,22,0
22030,1108,iOS,2025-06-06 11:55:38.652040,912,17,0
22031,1108,Android,2025-06-03 18:55:38.652040,1173,26,0
22032,1108,Android,2025-07-12 17:55:38.652040,610,3,0
22033,1108,Android,2025-08-07 00:55:38.652040,1581,13,0
22034,1108,iOS,2025-07-15 23:55:38.652040,1044,20,0
22035,1108,iOS,2025-06-22 07:55:38.652040,1110,46,0
22036,1108,Web,2025-05-23 05:55:38.652040,67,22,0
22037,1108,Web,2025-07-21 17:55:38.652040,1773,8,0
22038,1108,iOS,2025-08-15 03:55:38.652040,56,10,0
22039,1108,iOS,2025-06-10 16:55:38.652040,276,9,0
22040,1109,Android,2025-05-20 22:55:38.652040,661,24,0
22041,1109,iOS,2025-07-27 10:55:38.652040,1026,36,0
22042,1109,Web,2025-05-19 10:55:38.652040,257,45,0
22043,1109,iOS,2025-07-24 21:55:38.652040,806,10,1
22044,1109,Android,2025-06-17 02:55:38.652040,660,30,0
22045,1109,Android,2025-07-20 17:55:38.652040,1524,39,1
22046,1109,iOS,2025-07-29 10:55:38.652040,127,14,0
22047,1109,Web,2025-06-01 01:55:38.652040,1783,31,0
22048,1109,Web,2025-07-23 08:55:38.652040,1500,39,1
22049,1109,Android,2025-07-04 11:55:38.652040,762,4,0
22050,1109,Android,2025-07-31 13:55:38.652040,1232,15,0
22051,1109,Web,2025-07-30 23:55:38.652040,662,46,0
22052,1109,Android,2025-05-24 03:55:38.652040,117,22,0
22053,1110,Android,2025-07-05 22:55:38.652040,1764,20,0
22054,1110,Web,2025-07-21 18:55:38.652040,534,17,0
22055,1110,Web,2025-07-25 20:55:38.652040,1526,34,0
22056,1110,iOS,2025-06-11 20:55:38.652040,348,35,0
22057,1110,Android,2025-08-14 19:55:38.652040,1471,8,0
22058,1110,iOS,2025-07-08 19:55:38.652040,980,22,0
22059,1110,iOS,2025-05-22 00:55:38.652040,1242,15,0
22060,1110,Android,2025-06-13 22:55:38.652040,1458,17,0
22061,1110,Android,2025-07-01 13:55:38.652040,1009,8,0
22062,1110,Android,2025-06-24 06:55:38.652040,1724,45,1
22063,1110,iOS,2025-07-05 14:55:38.652040,249,18,1
22064,1110,Web,2025-06-23 19:55:38.652040,753,22,0
22065,1110,Web,2025-07-18 16:55:38.652040,500,34,0
22066,1110,iOS,2025-08-15 10:55:38.652040,1457,36,1
22067,1110,Web,2025-07-21 08:55:38.652040,450,45,0
22068,1110,iOS,2025-08-04 17:55:38.652040,1555,6,1
22069,1110,iOS,2025-08-01 23:55:38.652040,263,11,0
22070,1110,Web,2025-05-24 20:55:38.652040,935,16,0
22071,1110,Web,2025-07-14 11:55:38.652040,731,14,0
22072,1110,Web,2025-08-02 09:55:38.652040,1567,25,0
22073,1111,Android,2025-05-22 21:55:38.652040,1296,25,0
22074,1111,iOS,2025-05-19 11:55:38.652040,932,48,1
22075,1111,Android,2025-06-28 22:55:38.652040,747,43,0
22076,1111,iOS,2025-05-29 00:55:38.652040,151,33,0
22077,1111,iOS,2025-07-12 09:55:38.652040,606,25,0
22078,1111,Android,2025-08-09 07:55:38.652040,161,18,0
22079,1111,Web,2025-06-08 00:55:38.652040,291,30,1
22080,1111,Web,2025-05-19 20:55:38.652040,414,13,0
22081,1111,iOS,2025-06-10 03:55:38.652040,323,40,0
22082,1111,Web,2025-06-16 07:55:38.652040,1357,26,0
22083,1111,Android,2025-08-16 02:55:38.652040,1744,49,0
22084,1111,Android,2025-07-18 02:55:38.652040,1714,35,0
22085,1112,iOS,2025-07-06 06:55:38.652040,275,33,0
22086,1112,iOS,2025-07-26 03:55:38.652040,507,27,0
22087,1112,Android,2025-07-19 04:55:38.652040,762,5,1
22088,1112,iOS,2025-06-16 17:55:38.652040,1458,38,0
22089,1112,Web,2025-07-07 07:55:38.652040,871,24,0
22090,1112,iOS,2025-06-13 13:55:38.652040,528,26,1
22091,1112,Web,2025-07-22 14:55:38.652040,1441,27,0
22092,1112,iOS,2025-06-19 01:55:38.652040,1770,33,0
22093,1112,Android,2025-08-12 00:55:38.652040,804,23,0
22094,1112,Web,2025-06-24 12:55:38.652040,296,28,0
22095,1112,Android,2025-06-26 09:55:38.652040,736,49,0
22096,1112,Web,2025-06-19 10:55:38.652040,597,12,1
22097,1112,Android,2025-06-14 00:55:38.652040,1406,47,0
22098,1112,Web,2025-07-29 22:55:38.652040,1556,36,0
22099,1112,Web,2025-07-29 08:55:38.652040,662,24,0
22100,1112,Web,2025-07-22 01:55:38.652040,1621,37,0
22101,1112,iOS,2025-07-03 17:55:38.652040,588,23,0
22102,1112,iOS,2025-06-27 08:55:38.652040,179,8,0
22103,1112,Web,2025-06-15 12:55:38.652040,139,11,0
22104,1112,iOS,2025-08-15 18:55:38.652040,1048,38,1
22105,1112,Web,2025-06-12 05:55:38.652040,1151,28,0
22106,1112,Web,2025-08-05 15:55:38.652040,328,13,0
22107,1112,Web,2025-08-03 18:55:38.652040,242,32,0
22108,1112,Android,2025-06-12 12:55:38.652040,210,22,0
22109,1112,Android,2025-06-20 10:55:38.652040,204,27,0
22110,1113,iOS,2025-07-01 18:55:38.652040,440,4,0
22111,1113,iOS,2025-07-28 16:55:38.652040,52,3,1
22112,1113,Web,2025-05-22 17:55:38.652040,160,25,0
22113,1113,Web,2025-08-12 12:55:38.652040,1138,10,1
22114,1113,Web,2025-08-06 07:55:38.652040,1675,38,0
22115,1113,iOS,2025-06-13 08:55:38.652040,1796,8,1
22116,1113,Web,2025-07-11 03:55:38.652040,337,24,0
22117,1113,Web,2025-08-02 03:55:38.652040,112,42,0
22118,1113,iOS,2025-06-16 11:55:38.652040,1301,40,0
22119,1113,Web,2025-08-14 06:55:38.652040,557,18,0
22120,1113,iOS,2025-07-10 19:55:38.652040,343,35,1
22121,1113,Web,2025-07-07 14:55:38.652040,1557,33,0
22122,1113,iOS,2025-07-22 23:55:38.652040,1175,18,0
22123,1113,Android,2025-08-14 00:55:38.652040,1533,49,1
22124,1113,Android,2025-08-05 18:55:38.652040,1417,32,0
22125,1113,Android,2025-06-05 19:55:38.652040,1528,47,0
22126,1113,Android,2025-06-14 17:55:38.652040,492,46,0
22127,1114,Web,2025-08-14 22:55:38.652040,423,24,0
22128,1114,Android,2025-06-10 00:55:38.652040,277,7,1
22129,1114,Web,2025-06-02 02:55:38.652040,33,35,0
22130,1114,iOS,2025-08-11 03:55:38.652040,161,18,0
22131,1114,iOS,2025-06-28 19:55:38.652040,506,34,1
22132,1114,iOS,2025-06-25 07:55:38.652040,610,48,1
22133,1114,iOS,2025-05-22 13:55:38.652040,459,30,1
22134,1114,iOS,2025-08-11 01:55:38.652040,209,24,0
22135,1114,Web,2025-07-01 17:55:38.652040,1117,28,0
22136,1114,Web,2025-06-07 03:55:38.652040,775,39,0
22137,1114,Web,2025-05-28 05:55:38.652040,326,26,0
22138,1114,Android,2025-05-23 16:55:38.652040,587,46,0
22139,1114,Android,2025-05-24 23:55:38.652040,1531,27,0
22140,1114,Android,2025-07-07 11:55:38.652040,542,4,0
22141,1114,iOS,2025-08-04 00:55:38.652040,336,3,0
22142,1114,iOS,2025-06-12 16:55:38.652040,1283,40,0
22143,1114,Android,2025-06-17 21:55:38.652040,703,5,0
22144,1114,iOS,2025-06-04 12:55:38.652040,828,25,1
22145,1114,iOS,2025-06-02 12:55:38.652040,169,11,0
22146,1114,Android,2025-07-30 13:55:38.652040,814,5,0
22147,1114,iOS,2025-07-10 15:55:38.652040,521,46,0
22148,1114,Web,2025-06-16 22:55:38.652040,434,21,0
22149,1115,Web,2025-06-20 02:55:38.652040,904,47,0
22150,1115,iOS,2025-06-24 18:55:38.652040,340,20,0
22151,1115,Web,2025-06-26 05:55:38.652040,1219,45,0
22152,1115,Web,2025-06-07 15:55:38.652040,560,40,0
22153,1115,Web,2025-05-29 06:55:38.652040,1791,13,1
22154,1115,Android,2025-07-31 21:55:38.652040,1042,4,0
22155,1115,Web,2025-08-16 18:55:38.652040,1036,3,1
22156,1115,Web,2025-07-24 09:55:38.652040,1505,25,0
22157,1115,Android,2025-07-31 15:55:38.652040,768,7,0
22158,1115,Android,2025-07-23 22:55:38.652040,923,34,0
22159,1115,iOS,2025-05-31 11:55:38.652040,1254,34,0
22160,1115,Web,2025-07-07 22:55:38.652040,1350,28,0
22161,1115,Android,2025-06-27 17:55:38.652040,175,13,1
22162,1115,iOS,2025-06-11 14:55:38.652040,1008,44,0
22163,1115,Android,2025-06-16 13:55:38.652040,299,6,0
22164,1115,Android,2025-07-30 17:55:38.652040,378,45,0
22165,1115,Web,2025-07-05 13:55:38.652040,968,9,0
22166,1115,Web,2025-06-26 02:55:38.652040,1146,7,1
22167,1115,Web,2025-06-26 07:55:38.652040,388,26,0
22168,1115,Web,2025-08-13 23:55:38.652040,207,19,0
22169,1115,Android,2025-07-02 07:55:38.652040,605,7,0
22170,1115,Android,2025-06-24 09:55:38.652040,1037,23,0
22171,1116,iOS,2025-06-03 11:55:38.652040,289,10,1
22172,1116,Web,2025-06-09 15:55:38.652040,1743,23,1
22173,1116,Web,2025-07-14 09:55:38.652040,1721,37,0
22174,1116,iOS,2025-05-30 17:55:38.652040,200,3,0
